Job Id,Job URL,Job Title,Company,Job Location,Job Industry,Job Description,Job Employment Type,Job Minimum Experience,Job Salary Range,skills,Job Posting Date
MCF-2025-0529314,https://www.mycareersfuture.gov.sg/job/others/research-engineer-scis-hyperscal-solutions-be0f150cb1d51ae5e5b476105c6e74f3?source=MCF&event=Search,"Research Engineer (6-month contract), SCIS",HYPERSCAL SOLUTIONS PTE. LTD.,81 VICTORIA STREET 188065,Others,"COMPANY DESCRIPTION
Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together building a strong collegiality and morale within the university.

Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.

RESPONSIBILITIES
The candidate will be responsible for conducting research on AI for Head and Neck Cancer Screening. Successful candidate will be part of an active research team led by Prof Min Lee from School of Computing and Information Systems, Singapore Management University.
Candidate's core responsibilities are:
Develop and experiment an AI model to process and explain a video data
Multimodal representation learning (videos/images + texts, etc.)
Self-supervised learning
Large language models
Domain adaptation
Work with a clinical partner
Other duties as assigned
QUALIFICATIONS
Minimum Bachelor's in Computer Science, Information Technology, Information Systems or closely related disciplines from a reputable institution of higher learning
Minimum 1 years of relevant research experience in AI and machine learning
Basic knowledge/Proficiency in programming software/languages such as Python, Tensorflow, Pytorch is required
Demonstrated experience and know-how on creating an AI/ML model
Good analytical, technical and problem solving skills
Applicants with research publications in AI & Health areas will be advantageous
Self-motivated individual who can work independently and also collaboratively with team members
OTHER INFORMATION
#LI-JN2
Please note that your application will be sent to and reviewed by the direct employer - Singapore Management University",Contract,1 year exp,"$4,300to$5,000","Machine Learning
Data Analysis
Teaching
LaTeX
Microsoft Visual Studio C++
Computer Science
Matlab
Programming
Research
Algorithms",Posted 11 Apr 2025
MCF-2025-0528522,https://www.mycareersfuture.gov.sg/job/advertising/crm-loyalty-manager-dynamic-human-capital-c9d0c2bc47d495e51400fc643a62be42?source=MCF&event=Search,CRM & Loyalty Manager,DYNAMIC HUMAN CAPITAL PTE. LTD.,-,"Advertising / Media, Marketing / Public Relations, Personal Care / Beauty, Sales / Retail","Position: CRM & Loyalty Manager
Salary: $3,500 - $5,000 + AWS + Variable Bonus
Location: Central
Working Days: 5 days' work week (2 days Morning Shift, 2 days Middle Shift)
Working Hours: AM Shift (10AM - 6PM) / PM Shift (12PM - 8PM)

Responsibilities:
Source and develop suitable brand, retailer, and industry partnerships to increase store traffic with qualified leads.
Foster connections with high-value clients to boost service quality, enrich their shopping experience, and drive sales, thereby strengthening brand loyalty.
Monitor and coach the store team to guarantee accurate data collection, encompassing observational insights and the provision of tailored services aligned with individual client preferences.
Work and liaise closely with marketing and CRM teams to leverage key analytics to build an action plan.
Follow up on relevant moments to be addressed to VIP customers; work with marketing on communications and outreach.

Requirements:
Possess a Diploma or equivalent qualification.
At least 3 years of relevant experience in client-facing and partnership within the luxury retail industry.
Strong communication skills with the ability to create strong partnerships and coach a team.
Ability to think creatively and execute with excellence for in-store and online personalized communication.
Proficiency in CRM systems and ability to use systems.

Interested applicants, please click the apply button to submit your application.

Alyson Ong
Dynamic Human Capital Pte Ltd
Registration No: R22107466
License No: 12C6253

Kindly take note that you will be employed under DYNAMIC HUMAN CAPITAL and will be working with our business partners for the above mentioned project.

By submitting any application or resume to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration.

Under the revised Employment Agencies Licence Condition 5(b), employment agencies (EAs) are required to collect the personal data (e.g. NRIC, FIN) of applicants referred to employers for permanent or contract job positions of at least 6 months with a fixed monthly salary of $3,300 and above. PDPA requirements on collection, use and disclosure of personal data are not applicable to EAs that are collecting such information, as it is a regulatory requirement.

https://www.mom.gov.sg/faq/submit-quarterly-referral-and-placement/are-employment-agencies-allowed-to-collect-personal-data",Full Time,3 years exp,"$3,500to$5,000","CRM
Coaching
Store Operations
Sales
Lifestyle
Data Analysis
VIP
Property
partnership management
Retail Sales
Marketing
Outsourcing partnership
Strategy
Partnership Development
Communication Skills
Clienteling",Posted 11 Apr 2025
MCF-2025-0527677,https://www.mycareersfuture.gov.sg/job/engineering/technician-dynamic-human-capital-388a6b26e51ca911c5e4fc256158e9e7?source=MCF&event=Search,Technician (Household Appliances),DYNAMIC HUMAN CAPITAL PTE. LTD.,-,"Engineering, Repair and Maintenance, Wholesale Trade","Job Responsibilities:
· Assembly, Testing and Troubleshooting of vacuum cleaner
· Perform electrical and mechanical assembly work for automated vacuum cleaner
· Perform machine start-up
· Provide technical support when necessary.
· Perform equipment assembly according to engineering drawings.
· Perform installation, repair, inspection, reassembly, refitting, and adjusting products as required.
· Maintain work area clean, safety, and orderliness.

Requirements:
· Min. NITEC or Diploma in Mechatronics, Electronics or Electrical
· Training will be provided
· Relevant working experience highly welcomed but not a must

We would like to invite interested applicants to apply.
Thomas Tan
Registration No: 12C6253
License No: R2094900

By submitting an application or your resume, you are deemed to have consented to Dynamic Human Capital Pte Ltd collecting, using and disclosing your personal data for the purposes stated in our privacy notice (https://dhc.com.sg/privacy-policy). You acknowledge that you have read, understood, and agree with the terms in our privacy notice.
Under the revised Employment Agencies Licence Condition 5(b), employment agencies (EAs) are required to collect the personal data (e.g. NRIC, FIN) of applicants referred to employers for permanent or contract job positions of at least 6 months with a fixed monthly salary of $3,300 and above. PDPA requirements on collection, use and disclosure of personal data are not applicable to EAs that are collecting such information, as it is a regulatory requirement.
https://www.mom.gov.sg/faq/submit-quarterly-referral-and-placement/are-employment-agencies-allowed-to-collect-personal-data",Permanent,2 years exp,"$3,500to$5,000","Mechanical Assembly
Troubleshooting
Vacuum
Electrical
repair
Household Products
electrical appliances
vacuum cleaning
Assembly
Electronics
Technical Support",Posted 11 Apr 2025
MCF-2025-0532386,https://www.mycareersfuture.gov.sg/job/sciences/project-manager-srtt-feat-astar-research-entities-df52cdaebd73bed860fa605b36522ec5?source=MCF&event=Search,"Project Manager (Program Office), SRTT-FEAT",A*STAR RESEARCH ENTITIES,"INNOVIS, 2 FUSIONOPOLIS WAY 138634",Sciences / Laboratory / R&D,"A*STAR Strategic Research and Translational Thrusts (SRTTs) are mission-focused programmes in strategic and emerging areas that are cross-disciplinary and of wider strategic interest to A*STAR and Singapore. Set up to address ambitious technological challenges towards impactful outcomes, each SRTT is led by a Programme Director (PD) and is centrally facilitated and supported by A*STAR HQ.
The Future Energy Acceleration and Translation (FEAT) SRTT pioneers next-generation technologies for critical components in extreme environments, thereby addressing today’s industrial challenges and accelerating the realisation of future energy solutions.
Project Manager (PM) and PM Administrator, Strategic Research and Translational Thrust SRTT
Job description:
Responsible for managing R&D projects and product delivery within FEAT SRTT by planning, organizing, communicating with all FEAT SRTT team members and external stake holders under the guidance of FEAT SRTT Programme Director (PD) and Scientific Programme Manager (SPgM).
Establish internal and external stakeholder communication & escalation plans, build project / programme schedules, identify and manage major risks, and define clear project / programme deliverables and milestones.
Assist the FEAT SRTT PD and SPgM to ensure successful delivery of project / programme scope and targets while managing project / programme risk, quality, delivery, scope, schedule, and budget (and project change when required).
Work with FEAT SRTT scientists and SPgM to bring together grant proposals to secure competitive funding and coordinate cross-project activities, under the guidance of Programme Director as well as Tech-Biz for industry engagements.
Assist the FEAT SRTT PD and SPgM to manage and implement project / programme changes and interventions to achieve project deliverables and mitigate risk, and to lead, monitor and report the progress of the multiple projects to all internal and external stakeholders.
Work closely with Tech-Biz officer to support industry engagements and projects, ensuring effective communication throughout the project life cycle.
Lead and drive solutions for quality, procurement, finance and legal challenges, working closely with the various department and corporate support partners.
Draft, update and maintain key documents relevant to project lifecycle (if relevant).
Serve as main administrator of A*STAR project management system (A*PS) to support the roll-out and systematic set up of project management to SRTTs (present and future).
Guide and train the SRTT project managers to use the A*PS including onboarding.
Work closely with Central Project Management Office (CPMO), SRTT Programme office, internal colleagues and external stakeholders effectively for execution and implementation of PM processes, policies and projects and assists in the development of best practices of project management.
Interprets functional A*STAR policies such as project life cycle management, risk management to ensure that plans are aligned to organisation objectives.
Rollout risk management framework, including Enterprise Risk Management, Business Continuity Management for SRTTs.
Generate dashboards to regular project reporting as required to management to effectively govern SRTT’s portfolio, programmes, and projects.
Other exigencies of ad-hoc duties as required
Job Requirements:
Master or Bachelor in any sciences/project management related discipline.
Candidates with experience and knowledge in future energy (e.g. nuclear, hydrogen, geothermal) or existing industries (e.g. aerospace, O&G, space, semiconductor) will have an advantage.
At least 3-5 years of project management experience in technology transfer, product development or research project would be preferable.
PMP certifications (or equivalent) and experience with Microsoft’s Project System are an advantage.
Ability to demonstrate a good level of understanding of technical / engineering processes and lead teams throughout the project development cycle.
Good business acumen, driven to deliver customer requirements and project deadlines.
Proactive team player and technically motivated to solve problems, innovate and deliver to internal and external customers.
Good understanding of research administrative and grant processes.
Experience in managing and roll-out enterprise software is required. Familiarity with PowerBI is a plus.
Strong planning and analytical skills with an eye for details.
Strong communicator with excellent interpersonal skills and stakeholder management skills.
Able to work independently in a diverse environment.
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.","Contract, Full Time",3 years exp,"$4,500to$9,000","Management Skills
Enterprise Risk Management
Technology Transfer
Business Acumen
Rollout
Aerospace
Translation
PowerBI
Enterprise Software
Interventions
PMP
Business Continuity Management
Product Development
Stakeholder Management
Able To Work Independently",Posted 11 Apr 2025
MCF-2025-0500628,https://www.mycareersfuture.gov.sg/job/accounting/finance-director-crystal-jade-fine-dining-2f687e8933247e7ec79aa15e3fb1a491?source=MCF&event=Search,Finance Director,CRYSTAL JADE FINE DINING PTE. LTD.,"NEW TECH PARK, 151 LORONG CHUAN 556741","Accounting / Auditing / Taxation, F&B","Role Overview
The Finance Director will be responsible for overseeing the full spectrum of financial functions, ensuring compliance, optimizing financial performance, and providing strategic insights to support business growth. This role requires strong leadership, financial expertise, and a business partnership mindset.
Key Responsibilities
1. Financial Operations & Reporting
Oversee financial functions including General Ledger (GL), Accounts Payable (AP), Accounts Receivable (AR), and Cost Control to ensure smooth operations.
Manage financial closing and audits for Singapore entities, franchise business, and overall operations.
Ensure accurate and timely monthly, quarterly, and annual financial reporting and analysis of key performance indicators.
Highlight financial risks and opportunities and provide recommendations to management.
2. Budgeting, Forecasting & Business Partnering
Lead the budgeting and forecasting process for the group.
Provide financial insights and proactive analysis to support business decision-making.
Drive cost-saving initiatives and efficiency improvements across operations.
Collaborate with management on business strategies, transformation projects, and process improvements.
3. Cash Flow & Financial Planning
Oversee cash flow forecasts and financial planning to ensure optimal fund allocation.
Support capital expenditure decisions by conducting feasibility studies and investment appraisals.
Assist in developing financial presentations for internal and external stakeholders.
4. Internal Controls & Compliance
Develop and implement internal controls, financial policies, and procedures to ensure compliance.
Maintain financial controls related to cash management, credit control, bank reconciliations, and expense management.
Keep Authority Limits and Bank Mandates up to date and in line with governance requirements.
5. Tax, Insurance & Banking
Oversee tax compliance and liaise with regulatory bodies, consultants, and lawyers.
Ensure accurate tax computations and filings while managing accounting affairs with government agencies.
Manage relationships with banks for credit lines and financial services.
6. Leadership & Team Development
Lead, mentor, and develop the local finance team, fostering a culture of continuous learning and professional growth.
Work closely with department heads, providing guidance on finance-related matters.
Who We Are Looking For
Bachelor's degree in Accounting, Finance, or a related field (CPA/CA preferred).
10+ years of finance leadership experience, preferably within F&B, retail, or hospitality industries.
Strong knowledge of financial reporting, budgeting, cash flow management, and internal controls.
Experience in managing audits, tax compliance, and banking relationships.
Excellent strategic thinking and problem-solving abilities with a proactive approach.
Strong leadership skills with the ability to engage and influence stakeholders across all levels.
Join Us!
If you are a dynamic finance leader with a passion for driving business growth, we invite you to be part of our exciting journey. Apply now and take the next step in your career with us!",Full Time,10 years exp,"$12,000to$16,000","Forecasting
Leadership
Treasury
Financial Planning
Interpersonal Skills
Tax
Business Acumen
CPA
Internal Controls
Accounting
Compliance
Audits
Financial Analysis
Communication Skills
Cash Management
Banking
Budgeting
Capital
Financial Reporting",Posted 07 Apr 2025
MCF-2025-0508747,https://www.mycareersfuture.gov.sg/job/information-technology/senior-data-scientist-hyperscal-solutions-e8f70e7507b4860b497e853ede52b2a0?source=MCF&event=Search,Senior Data Scientist,HYPERSCAL SOLUTIONS PTE. LTD.,1 STARS AVENUE 138507,Information Technology,"COMPANY DESCRIPTION
Mediacorp is Singapore's largest content creator and national media network, operating a suite of TV channels, radio stations, and multiple digital platforms. Its mission is to engage, entertain, and enrich audiences by harnessing the power of creativity.
We are committed to creating an inclusive and diverse workplace where talent thrives. Our hiring decisions are made based on merit and fit-to-role. If you have a disability or special need which requires accommodation to participate in the recruitment process, please inform us when you submit your online application. We will be happy to support as necessary.
Thank you for your interest and application to this role. Please note that only short-listed candidates will be contacted.
RESPONSIBILITIES
Purpose of the role
The role serves as primary source of data insights, supporting internal and external constituencies, ad-hoc business intelligence and other strategic initiatives.
Key responsibilities
Lead, design and implement quantitative analytical frameworks, including scalable predictive models, customer segmentation and advertising optimisation that improve business performance and customer engagement.
Institute and adopt best practices in data science, platforms and approaches.
Establish internal organisational standards and benchmarks.
Work with other teams in Mediacorp to understand business needs, document data and data integration requirements, and resolve conflicting business/data architecture rules. Ensure compliance with internal customer contact governance policies and drive closed-loop measurement through smart data capture.
Become an internal authority on Mediacorp's data tools and resources.
Support ad-hoc business intelligence and other strategic initiatives.
QUALIFICATIONS
PhD or MS degree in Statistics, Mathematics, Machine Learning, Operations Research, Computer Science or related field.
Minimum 5 - 10 years hands-on experience in data science, including developing and production of data science models.
Relevant team management experience will be essential
Strong technical capabilities. Proven expertise in developing and implementing a full range of analytical techniques to address commercial challenges
Proficiency in at least one statistical analysis tool
Proficiency in at least one programming language (preferably Java, C++, Python)
Critical thinking and problem-solving skills are essential for this role
Strong written and spoken communication skills
Able to present findings to internal and external business stakeholders confidently
Basic knowledge of data engineering principles and architecture
Please note that your application will be sent to and reviewed by the direct employer - Mediacorp Pte. Ltd.",Full Time,10 years exp,"$9,410to$16,940","Business Intelligence
Data Analysis
Data Modeling
Business Analysis
Business Analytics
Business Intelligence Tools
Statistics
Data Analytics
Databases
Data",Posted 08 Apr 2025
MCF-2025-0481304,https://www.mycareersfuture.gov.sg/job/customer-service/strategic-customer-experience-manager-workvivo-apj-zvc-singapore-667d57755f9e3adf5cf8627b12111616?source=MCF&event=Search,"Strategic Customer Experience Manager, Workvivo - APJ (Based in Singapore)",ZVC SINGAPORE PTE. LTD.,"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619","Customer Service, Information Technology","Strategic Customer Experience Manager, Workvivo - APJ (Based in Singapore)

What you can expect
In this role, you'll proactively manage onboarding programs for enterprise-level customers, ensuring ongoing success by understanding motivators, strategic goals, and business outcomes. You'll consult on internal communications and engagement, create success plans, and influence adoption. Responsibilities also include facilitating workshops on best practices, conducting Executive Business Reviews, and building thought leadership on employee communication and engagement. You'll represent the Voice of the Customer by engaging with Product and Engineering teams for continuous improvements.
About the Team
Workvivo is a digital experience platform that brings workplace culture to life and empowers employees to be heard and feel included. We are committed to our customers, obsessed with improving employees’ working lives, and driven by results. Workvivo is a part of Zoom, an all-in-one intelligent collaboration platform that makes connecting easier, more immersive, and more dynamic for businesses and individuals. Zoom technology puts people at the center, enabling meaningful connections, facilitating modern collaboration, and driving human innovation.
What we’re looking for
7+ years experience with B2B SaaS customer success or consulting experience working with global enterprise level customers
Be a good communicator who can influence strategic decision-making by delivering compelling presentations to multiple C-Suite stakeholders.
Be a revenue-focused professional with a proven track record of driving growth and retention while managing a portfolio of enterprise-level customers.
Be a customer success expert who can accelerate time to value by successfully onboarding customers and ensuring seamless adoption.
Be a customer champion who is passionate about the future of work and committed to driving measurable impact for customers.",Permanent,7 years exp,"$11,000to$19,000","Internal Communications
Customer Experience
Customer Relationships
Customer Success
Thought Leadership
B2B
Attention to Detail
SaaS
Consulting
Storytelling",Posted 03 Apr 2025
MCF-2025-0519586,https://www.mycareersfuture.gov.sg/job/building-construction/construction-quantity-surveyor-zulin-engineering-097502323605b39acb199a0d36061209?source=MCF&event=Search,CONSTRUCTION QUANTITY SURVEYOR,ZULIN ENGINEERING PTE. LTD.,"ZULIN BUILDING, 7 TAMPINES INDUSTRIAL DRIVE 528547",Building and Construction,"Responsibilities:
Responsible for the tender preparation and submission
Carry out quantities taking-off quantities for tendering and sourcing of quotations
Collate price comparison and costing summary
Prepare costing of projects, prepare contracts and to ensure compliance with tendering and procurement procedures
Responsible for claims, variation orders, budget & cost control and settlement of final account with client, suppliers and subcontractors

Requirements:
Diploma/Degree in Quantity Surveying/Building or equivalent
At least 3 years of relevant working experience
Be meticulous, cost conscious, independent, highly motivated and a good team player.
Be able to work under pressure and meet tight deadlines",Full Time,3 years exp,"$3,000to$4,000","Negotiation
Construction
Quantity Surveying
Administration
Estimates
Procurement
Compliance
Team Player
Civil Engineering
Tendering
Pricing
Sourcing
Tender Preparation
Cost Control",Posted 10 Apr 2025
MCF-2025-0532310,https://www.mycareersfuture.gov.sg/job/sciences/scientistsenior-scientist-srtt-feat-astar-research-entities-6105e19aff2a6ca693f4c85878cb89b0?source=MCF&event=Search,"Scientist / Senior Scientist (Fusion Plasmas), SRTT-FEAT",A*STAR RESEARCH ENTITIES,"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH (A*STAR), 1 FUSIONOPOLIS WAY 138632",Sciences / Laboratory / R&D,"Job Description :
We are looking for candidates to join the fusion-energy effort in the newly formed Future Energy Acceleration & Translation (FEAT) Programme, A*STAR. FEAT's plasma physics team focuses primarily on plasma diagnostics, microwave and radiofrequency (RF) heating and current drive (H&CD), and exhaust, with an emphasis on solving the challenges faced by future fusion energy systems. The new hires will be expected to contribute to, and potentially lead, research in magnetic confinement fusion. This includes analytical, computational, and experimental approaches, with the particular emphasis dependent on one's interests and skill set. While the new hires will begin by working on existing projects, participation in grant calls as a principal investigator will be highly encouraged.
We are looking to fill several positions in:
Plasma diagnostics, including experimental, computational, and AI approaches.
Theory and simulation of microwave and RF H&CD.
Theory and simulation of plasma-material interactions, including edge turbulence and transport, sheaths, and sheath-edge coupling.
The key scope of work includes:
Understanding the physics of fusion plasmas, exhaust, plasma diagnostics, and/or RF H&CD.
Publishing peer-reviewed papers.
Writing grants and developing the direction of fusion research in FEAT.
Supporting local and international collaborators in fusion research.
Supervising students and interns (optional).
Job Requirements:
PhD in Physics, Plasma Physics, or equivalent, with a background in magnetic confinement fusion, such as in plasma physics and/or engineering.
Deep knowledge in at least one of the followings:
Plasma diagnostics (including hardware experience). Candidates with an experimental inclination will have the opportunity to travel to international collaborators' experiments for extended periods.
Theoretical plasma physics (such as plasma waves, turbulent transport).
Computational plasma physics (such as full-wave, beam tracing, fluid dynamics, gyrokinetics).
Proficiency in programming languagues such as, but not limited to, Python, C/C++, and Julia.
Good interpersonal and communication skills both oral and written, ability to adapt and work effectively as a member of a team.
Resourcefulness and self-motivation with a high degree of professional integrity
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.","Contract, Full Time",2 years exp,"$4,750to$9,500","Julia
FDA
Microwave
RF
Dynamics
Physics
Formulation
Translation
Grants
Publishing
Python
Medical Devices
Writing
Data Science
GLP",Posted 11 Apr 2025
MCF-2025-0532530,https://www.mycareersfuture.gov.sg/job/others/senior-admissions-manager-lkcsb-hyperscal-solutions-a4924ccc84585a72a1a6d1ff065440b3?source=MCF&event=Search,"Senior Admissions Manager (CEMBA) (3-year contract), LKCSB",HYPERSCAL SOLUTIONS PTE. LTD.,81 VICTORIA STREET 188065,Others,"COMPANY DESCRIPTION
Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together building a strong collegiality and morale within the university.

Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence.

RESPONSIBILITIES
This position is for Lee Kong Chian School of Business (LKCSB).
Planning and Fronting LKCSB Outreach Events
Represent and promote LKCSB Postgraduate programmes, with particular focus on the Chinese EMBA, through outreach events across Greater China, Singapore, and international markets. Develop and implement recruitment strategies to engage with the public and prospective candidates. This includes crafting compelling narratives, leading strategic partnerships, and delivering impactful presentations/evets to senior-level audiences, as well as representing LKCSB on client-facing panels.
Prospecting for Chinese EMBA candidates / Admissions
Drive recruitment for high-quality Chinese-speaking students in the Chinese EMBA programme and manage end-to-end admissions, ensuring a personalized candidate experience from inquiry to matriculation; ability to navigate complex admissions decisions.
Building and holding relationships
Maintain strong relationships and connections with senior prospects, students, and alumni. Oversee the marketing plan to leverage these relationships to drive brand awareness and branding initiatives to maximise conversion rates.
Integrated Marketing and Brand Strategy
Collaborate with OCCM to effectively market and represent the Chinese EMBA, LKCSB PG. and PD Programmes in local and international markets, through a mix of channels/ partners and analytics. Strengthen conversions by building relationships with localized sources and maximise matriculation across all programmes.
Project Management
Manage project timelines, resources, and deliverables to ensure on-time, on-budget completion while proactively mitigating risks for smooth execution.
Cultivate Relationships with Media and Education Partners
Cultivate relationships with media and education partners to expand applicant pipelines. Assess the ROI of collaborations and explore new partnership opportunities to enhance outreach and engagement.
Alumni Relationships
Build and maintain relationships with senior alumni to enhance recruitment efforts, build brand advocacy, and create long-term programme value.
IT Systems
Ensure that our IT systems (EDMs, CRM, website, social media etc.) are supporting our recruitment efforts effectively. To collaborate with IITS to overcome system challenges that is language related, if necessary, suggest interim solutions or manual work-around to overcome language related system issues. Candidate will also work with internal/external stakeholders to increase efficiency as well as efficacy and be able to do some data analysis.
Team Management
Drive team performance and achieve project objectives through coaching, guidance, and a collaborative culture. This includes developing team members' skills through regular coaching and feedback, providing clear direction and technical expertise for project success, and fostering open communication and knowledge sharing.
Other duties as assigned.
QUALIFICATIONS
Bachelor's degree. Having a Master's degree will be advantageous.
Minimum of (8) years of experience in a leadership or management role, preferably in marketing educational products within an Institute of Higher Learning.
Knowledge of the industry's best recruitment and admission practices and trends for team management; understanding of China market and its evolving postgraduate study or higher education environment needs for strategic market penetration is a plus.
Exceptional interpersonal skills coupled with track records of successful event planning and strategic relationship management within a recruitment or related environment.
Mastery of written and verbal communication in both Mandarin Chinese and English.
Demonstrated ability to analyse complex data, identify key trends, and make informed strategic decisions to drive programme success.
Self-driven, results-oriented leader with proactive approach to problem-solving and the ability to navigate complex challenges.
Ability to present confidently in front of a sizeable crowd of senior-level audiences.
Ability to drive performance, coach team members, and oversee operations, ensuring efficiency and alignment with team goals.
Willingness to travel, supporting regional recruitment activities and expanding programme reach.
Proficient in using MS Office (Excel, PowerPoint, Word) and relevant software programmes (Webex, Bluejeans, Zoom, MS Teams, WeChat, Weibo, RedNote) to enhance recruitment and admission strategies.
OTHER INFORMATION
#LI-KC1
Candidates who do not possess the stipulated qualifications but have relevant work experience may still apply. Remuneration and appointment terms shall commensurate with qualifications and experience. SMU reserves the right to modify the appointment terms where necessary.
Please note that your application will be sent to and reviewed by the direct employer - Singapore Management University",Contract,8 years exp,"$5,500to$8,600","Communication
Procedure Development
Continuous Improvement
Power Point
Inventory
ISO
Logistics
Project Management
Facility management
Customer Service",Posted 11 Apr 2025
MCF-2025-0523159,https://www.mycareersfuture.gov.sg/job/admin/quantity-surveyor-recruit-now-singapore-66943b309c2d1832a50b6b454f92558b?source=MCF&event=Search,Quantity Surveyor (kj),RECRUIT NOW SINGAPORE PTE. LTD.,"NEW TECH PARK, 151 LORONG CHUAN 556741","Admin / Secretarial, Architecture / Interior Design, Engineering, Logistics / Supply Chain, Repair and Maintenance","Benefits:
Basic Salary up till $4,500
Variable Bonus
Job Description:

This is a full-time role for a Quantity Surveyor, responsible for reviewing and interpreting project drawings, specifications, and reports. You will manage the full scope of quantity surveying duties including material take-offs and variations across structural, piping, electrical, instrumentation, mechanical, and equipment works. The role involves preparing commercial tenders, Bills of Quantities (BQs), and analyzing tender pricing. You will support the site team with cost estimates for additional works, ensure accurate variation order (VO) submissions, and manage subcontractor and vendor claims. Additionally, you will liaise with internal departments and external stakeholders to maintain cost control and project timelines.

Qualifications:
Minimum Diploma in Quantity Surveying or other relevant disciplines with CONSTRUCTION background or experience.
Proficient in Microsoft Office applications
Able to work on Saturday (Mon-Fri, 8am - 5pm, Sat, 8am - 12pm)",Full Time,No exp required,"$4,000to$4,500","Negotiation
Microsoft Office
Construction
Quantity Surveying
Electrical
Administration
Estimates
Interpreting
Procurement
Piping
Takeoffs
Civil Engineering
Instrumentation
Tendering
Pricing
Cost Control",Posted 10 Apr 2025
MCF-2025-0525491,https://www.mycareersfuture.gov.sg/job/social-services/social-worker-hyperscal-solutions-e6c02262a99eca17d815ff649d5bc6f8?source=MCF&event=Search,Social Worker I (FSCTM),HYPERSCAL SOLUTIONS PTE. LTD.,299B TAMPINES STREET 22 522299,Social Services,"COMPANY DESCRIPTION
Established since 1981, Care Corner Singapore has been a steadfast pillar of support for those in need and the less privileged within our community. Our journey spans over decades, dedicated to making a meaningful difference in the lives of others. At the heart of what we do is our core values of integrity, Compassion, Authenticity, Respect and Excellence as we continuously strive to develop new innovative programmes to support the needs of our community.
At Care Corner, we offer a positive and collaborative work environment that promotes staff wellbeing and believes in the development and growth of our people. We recognise that our employees are our greatest asset.
Join our team and be part of an innovative organisation where every role contributes to making a meaningful difference in the lives of individuals and families. Whether you are an experienced professional or just starting your career, if you are seeking a rewarding opportunity to be part of something bigger than yourself, we invite you to apply today.
Visit us at www.carecorner.org.sg to learn more about our organisation and available opportunities.
RESPONSIBILITIES
Job Purpose:
The purpose of the job is to provide social work intervention services within a family service centre work setting as scoped by MSF in the FSC Service Model. The FSC is one of the key service point in the organization's Family and Community Services (FCS) Service pillar and to provide social work service provision for the funding received from MSF.Candidate is to undertake key social work interventions such as casework, groupwork and community work. As part of an organizational staff, he/she is also required to participate in organizational activities and projects as the opportunity arises.
Casework and Counselling:
Manage case referrals.
Manage 30 C&C active cases (mainly Group 2 cases) per quarter.
Conduct assessment, planning and intervention for cases.
Conduct case conferences with partners.
Participate in networking and case management meetings.
Document and evaluate case outcomes.
Develop and review appropriate intervention strategies.
Ensure reports on cases are submitted in a timely manner.
Information and Triage:
Refer clients to appropriate agencies for further intervention.
Part of the Intake & Triage Team to conduct intake assessments for new intakes based on the practice standards of the Code of Social Work Practice and Practice Guide.
Community Work:
Network with other organizations and stakeholders.
Community Needs Assessment.
Group Work:
Be part of the programme team for 1 of the Group Work programmes conducted at the FSC.
Job Requirements:
Degree or Graduate Diploma in Social Work
Fresh graduates in Social Work are welcome to apply; previous experiences via internships or placements in related areas of work will be considered
Social Work education and understanding of social work values and ethics
Understanding of work with vulnerable populations i.e. low-income families
QUALIFICATIONS
Degree or Graduate Diploma in Social Work
Fresh graduates in Social Work are welcome to apply; previous experiences via internships or placements in related areas of work will be considered
OTHER INFORMATION
Thank you for your interest and your application. We regret that only shortlisted candidates will be notified for interview.
Please note that your application will be sent to and reviewed by the direct employer - Care Corner Singapore Ltd",Full Time,No exp required,"$3,700to$4,100","Community Outreach
Program Development
Psychotherapy
Social Services
Crisis Intervention
Mental Health
Case Managment
Adolescents
Case Management
Group Therapy",-
