Job Title,Job Title Clean
"Associate/Senior Associate, SUTD Academy (Contract)",Associate/Senior Associate
Desktop Support/ IT Support Engineer,Desktop Support/ It Support Engineer
IT Security Officer (ITSO),It Security Officer
Facilities Technician,Facilities Technician
Electrical Engineer (HVAC System | Urban Solutions),Electrical Engineer
Marine Service Engineer,Marine Service Engineer
Operations Analyst (Bank|Up to $4k),Operations Analyst
Trading Executive,Trading Executive
Retail Operations Management Intern (6 Months),Retail Operations Management Intern
"Temp Pharmacy Assistant (3 months, Office Hours, 5.5 days, $12/hr)",Temp Pharmacy Assistant
Dental Assistant,Dental Assistant
Product Specialist (Surgical Products) REF:GJR,Product Specialist
Associate Test Engineer / Product Test Technician,Product Test Technician
Engineer (Radio Communication) /Entry Level / Deg / MNC AMK!,Engineer
Civil & Structural Engineer (Groundworks/Infrastructure),Structural Engineer
Admin Assistant (6 months Temp) | Entry level | WEST,Admin Assistant
Clinic Assistant (Woodlands),Clinic Assistant
IT Executive (Infrastructure) - Servers / VMware / Hyper-V / M365,It Executive
Assistant Electronics Engineer (DSC/TE/16536),Assistant Electronics Engineer
Mechanical Engineer / Coordinator X 2 / MNC / Chemical Plant / Jurong Island,Mechanical Engineer / Coordinator
Site Engineer,Site Engineer
M&E Coordinator/ New Rail proj/ $7k basic+Bonus/ A1 maincon/ Northeast or West,M&E Coordinator
Sales Loan Officer ( Experience Needed ) | Attractive Salary,Sales Loan Officer
"Admin Support Officer, JO-25455",Admin Support Officer
Admin Assistant / Customer Service (Logistics)  x 3 (West) - 5 Days,Admin Assistant / Customer Service
Social Work Assistant,Social Work Assistant
(Locum) Radiographer/ Nuclear Medicine Technologist,Radiographer/ Nuclear Medicine Technologist
Case Worker,Case Worker
Application Support Specialist,Application Support Specialist
Vision Software Engineer,Vision Software Engineer
Junior Telecom Engineer,Junior Telecom Engineer
"SG Server Onsite Engineer (Good Pay, Based SG)",Server Onsite Engineer
"Deputy General Manager, Infocommunications Technology",Deputy General Manager
Application Engineer (No Experience),Application Engineer
Technical Manager,Technical Manager
Service Engineer (Labtec Equipment),Service Engineer
Technical Officer - Track maintenance | Shift Duty | AWS + VB,Technical Officer
Senior / Maintenance Technician (Electrical),Senior / Maintenance Technician
Project Engineer (Operations) - N,Project Engineer
Engineer,Engineer
Loan Executive (Genie Financial Services - Based in Singapore),Loan Executive
#
Client Acquisition Manager (Banking),Client Acquisition Manager
Executive Assistant,Executive Assistant
Admin Assistant,Admin Assistant
Admin Executive,Admin Executive
Administrative Assistant (Part-Time temp),Administrative Assistant
Adminstrative Assistant,Adminstrative Assistant
Warehouse Admin Assistant (Marine / Ship Chandler),Warehouse Admin Assistant
"Shipping Admin (West/East/Basic Up to $3,500/Bonuses) - TCJ",Shipping Admin
Dental Receptionist,Dental Receptionist
Clinic Receptionist / Patient Service Associate (Up to $2800 | 5.5 Days) [HL|AA],Clinic Receptionist / Patient Service Associate
Psychologist,Psychologist
Healthcare Assistant - Basic Up $2500 / West / Bonuses -YX,Healthcare Assistant
Staff Nurse (NTU),Staff Nurse
Software Developer/Tester Intern (Automation development & Testing Support),Software Developer/Tester Intern
Network Planning Manager,Network Planning Manager
Network Engineer (1053832666),Network Engineer
IT Operations Lead,It Operations Lead
AUTOMATION SOFTWARE ENGINEERS,Automation Software Engineers
IP L2 Network Engineer (Routing & Switching) #IVG,Ip L2 Network Engineer
C&S Engineer,C&S Engineer
Project Coordinator Officer,Project Coordinator Officer
Project Engineer (FMCS/BMS),Project Engineer
"Assistant Engineer, Signalling & Platform Screen Door - Thomson-East Coast Line",Assistant Engineer
Project Engineer,Project Engineer
"Mechanical Engineer (Construction Project Management, M&E and CSA)",Mechanical Engineer
Electrical Engineer ( Construction ),Electrical Engineer
"Associate, Campaign Analyst",Campaign Analyst
Financial Analyst - FP&A (Asia),Financial Analyst
#
Administrator,Administrator
Polymers Operations Executive,Polymers Operations Executive
Admin Assistant (Invoice & Credit Control),Admin Assistant
Admin Officer (Up $3000 / Tampines / Office Hours),Admin Officer
Temp Data Entry Officer *immediate* #NJN,Data Entry Officer
Patient Service Associate,Patient Service Associate
Clinic Assistant,Clinic Assistant
"Asst / Manager, Operations (Healthcare)",Asst / Manager
Temp Pharmacy Assistant (Office hours; 5 days),Temp Pharmacy Assistant
Senior / Patient Service Associate (Diagnostic Radiology),Senior / Patient Service Associate
"Data Analyst, Data Centre",Data Analyst
IT Desktop Engineers,It Desktop Engineers
Technical Engineer,Technical Engineer
Software Engineer,Software Engineer
"15 Months Contract Data Analyst (Strong in Power BI, SQL) Up 7K #HJC",Data Analyst
Mechanical Engineer (Maintenance),Mechanical Engineer
Technical Specialist,Technical Specialist
Service Engineer,Service Engineer
Project Manager (Semiconductor/Contract Equipment Mfg)),Project Manager
M&E Engineer,M&E Engineer
Sales Coordinator (Valves),Sales Coordinator
"6 Business Development, Relationship Manager / 1 year SME Loan Exp / Hunter Role","Business Development, Relationship Manager"
"Officer, Operations Senior Analyst Markets, AML Refresh Operations",Officer
#
Corporate Finance Manager,Corporate Finance Manager
Admin Assistant (5 Days Work Week),Admin Assistant
"Senior Executive/Executive, Admin & Compliance",Senior Executive/Executive
Executive Assistant,Executive Assistant
Common Services Assistant,Common Services Assistant
Admin Assistant,Admin Assistant
"$2,390 | Admin Operations Support | Central | Entry Welcome!",Admin Operations Support
